LIGA,TEMPORADA,PARTIDO,GAMEID,DATE,RULE5SUBS,RESULTADO,HOMETEAM,AWAYTEAM,HOMEGOALS,AWAYGOALS,HOMETEAMPOINTS,AWAYTEAMPOINTS,HOMEPOSITION,AWAYPOSITION,HOMESITUACION,AWAYSITUACION,HOMEDIST_DESCENSO,AWAYDIST_DESCENSO,HOMEEUROPA,AWAYEUROPA,HOMENATIONALCUP,AWAYNATIONALCUP,HOME_YELLOW_PREV,AWAY_YELLOW_PREV,HOME_RED_PREV,AWAY_RED_PREV,HOME_PREV_SUSPENDED,AWAY_PREV_SUSPENDED,HOME_SUBS_INJURY,AWAY_SUBS_INJURY,HOME_YELLOW_ACCUM,AWAY_YELLOW_ACCUM,HOME_TOTAL_SUBS,AWAY_TOTAL_SUBS,HOME_EARLY_SUBS_U45,AWAY_EARLY_SUBS_U45,HOME_HT_SUBS,AWAY_HT_SUBS,HOME_LATE_SUBS_O75,AWAY_LATE_SUBS_O75,HOME_SUBS_AFTER_CARD,AWAY_SUBS_AFTER_CARD,HOME_REACTION_TIME,AWAY_REACTION_TIME,HOME_CHURN_STARTERS,AWAY_CHURN_STARTERS,HOME_ROTATION_GK,AWAY_ROTATION_GK,HOME_ROTATION_DF,AWAY_ROTATION_DF,HOME_ROTATION_MID,AWAY_ROTATION_MID,HOME_ROTATION_FW,AWAY_ROTATION_FW,HOME_FATIGUE_LOAD,AWAY_FATIGUE_LOAD,HOME_IDEAL_11_MINS,AWAY_IDEAL_11_MINS,HOME_FIDELIDAD_IDEAL,AWAY_FIDELIDAD_IDEAL,HOME_BENCHED_IDEAL,AWAY_BENCHED_IDEAL,HOME_ABSENT_IDEAL,AWAY_ABSENT_IDEAL,HOME_POS_SKEW_IDEAL,AWAY_POS_SKEW_IDEAL,HOME_TURNOVER_3J,AWAY_TURNOVER_3J,HOME_DEF_STABILITY,AWAY_DEF_STABILITY,HOME_TEAM_XG_ACC,AWAY_TEAM_XG_ACC,HOME_LUCK_RATIO,AWAY_LUCK_RATIO,HOME_CREATIVE_DEP,AWAY_CREATIVE_DEP,HOME_SUB_CONTRIB,AWAY_SUB_CONTRIB,HOME_POINTS_SAVED,AWAY_POINTS_SAVED,HOME_STARTING_XG_POWER,AWAY_STARTING_XG_POWER,HOME_STARTING_XA_POWER,AWAY_STARTING_XA_POWER,HOME_POWER_DROP_PREV,AWAY_POWER_DROP_PREV,HOME_POWER_DROP_IDEAL,AWAY_POWER_DROP_IDEAL,DIFF_POINTS,DIFF_POSITION,DIFF_DESCENSO,DIFF_EUROPA,DIFF_CUP,DIFF_CHURN,DIFF_FIDELIDAD,DIFF_FATIGUE,DIFF_XG,DIFF_XG_POWER,DIFF_XA_POWER
ITA-Serie A,2223,2023-04-21 Verona-Bologna,18885,2023-04-21 18:45:00,1,1,Verona,Bologna,2,1,23,44,18,8,5,4,0,21,0,0,0,0,4,3,0,0,0,0,0,0,1,2,5,4,0,0,0,0,1,1,1,1,20,9,2,1,0,0,2,0,1,0,1,1,71.27,81.27,Isak Hien | Marco Faraoni | Diego Coppola | Darko Lazovic | Adrien Tameze | Adolfo Gaich | Lorenzo Montipò | Giangiacomo Magnani | Ondrej Duda | Fabio Depaoli | Pawel Dawidowicz,Musa Barrow | Stefan Posch | Nicolás Domínguez | Georgios Kyriakopoulos | Andrea Cambiaso | Jhon Lucumí | Jerdy Schouten | Lukasz Skorupski | Nikola Moro | Lewis Ferguson | Riccardo Orsolini,8,8,3,2,0,1,4,2,16,14,1,1,0.36,0.77,-0.36,0.23,0.9,1.0,0,0,-2,1,0.52,0.7,0.36,0.7,0.15,-0.03,0.03,0.13,-21,10,-21,0,0,1,0,-10.0,-0.41000000000000003,-0.17999999999999994,-0.33999999999999997
ITA-Serie A,2223,2023-04-22 Salernitana-Sassuolo,18889,2023-04-22 13:00:00,1,1,Salernitana,Sassuolo,3,0,30,40,15,10,4,4,4,14,0,0,0,0,1,0,0,0,0,0,0,0,3,2,5,5,0,0,0,0,2,2,1,0,11,-22,3,2,0,0,1,1,2,0,1,1,65.45,73.82,Lorenzo Pirola | Flavius Daniliuc | Krzysztof Piatek | Guillermo Ochoa | Grigoris Kastanos | Lassana Coulibaly | Domagoj Bradaric | Tonny Vilhena | Boulaye Dia | Antonio Candreva | Norbert Gyömbér,Ruan | Davide Frattesi | Andrea Pinamonti | Rogerio | Matheus Henrique | Andrea Consigli | Maxime Lopez | Martin Erlic | Domenico Berardi | Armand Lauriente | Nadir Zortea,9,7,2,3,0,1,3,1,14,14,1,1,0.5,1.13,0.5,-0.13,1.0,0.73,0,1,1,2,0.59,0.86,0.48,0.65,0.27,0.17,0.27,0.43,-10,5,-10,0,0,1,2,-8.36999999999999,-0.6299999999999999,-0.27,-0.17000000000000004
ITA-Serie A,2223,2023-04-22 Lazio-Torino,18883,2023-04-22 16:00:00,1,2,Lazio,Torino,0,1,61,39,2,12,1,4,35,13,0,0,0,0,4,0,0,0,1,0,0,1,0,2,3,4,0,1,0,0,1,2,1,0,6,-26,2,3,0,0,0,1,1,2,1,0,75.09,66.64,Alessio Romagnoli | Nicolò Casale | Elseid Hysaj | Sergej Milinkovic-Savic | Ciro Immobile | Adam Marusic | Danilo Cataldi | Luis Alberto | Mattia Zaccagni | Felipe Anderson | Ivan Provedel,Antonio Sanabria | Vanja Milinkovic-Savic | Aleksey Miranchuk | Ricardo Rodríguez | Perr Schuurs | Wilfried Stephane Singo | Alessandro Buongiorno | Nemanja Radonjic | Karol Linetty | Ivan Ilic | Koffi Djidji,8,10,2,1,1,0,0,1,14,16,1,1,3.08,1.73,-0.08,-0.73,0.7,0.77,1,0,0,1,0.86,1.11,0.64,0.64,0.24,-0.14,0.31,-0.09,22,-10,22,0,0,-1,-2,8.450000000000003,1.35,-0.2500000000000001,0.0
ITA-Serie A,2223,2023-04-22 Sampdoria-Spezia,18888,2023-04-22 18:45:00,1,X,Sampdoria,Spezia,1,1,16,26,20,18,5,5,-10,0,0,0,0,0,4,1,0,1,1,1,0,0,0,1,5,4,0,0,0,0,1,2,1,1,-1,-1,2,3,0,1,2,1,3,0,1,1,68.55,61.18,Bruno Amione | Tomás Rincón | Emil Audero | Mehdi Leris | Manolo Gabbiadini | Filip Djuricic | Alessandro Zanoli | Harry Winks | Bram Nuytinck | Michaël Cuisance | Tommaso Augello,Kelvin Adou | M'Bala Nzola | Ethan Ampadu | Dimitris Nikolaou | Mehdi Bourabia | Daniele Verde | Bartlomiej Dragowski | Arkadiusz Reca | Kevin Agudelo | Albin Ekdal | Emmanuel Gyasi,7,6,2,4,2,1,1,1,13,16,0,0,0.67,0.73,0.33,-0.73,0.89,0.87,1,0,1,0,0.83,1.1,0.57,0.54,0.17,-0.02,-0.05,0.03,-10,2,-10,0,0,-1,1,7.369999999999997,-0.05999999999999994,-0.27000000000000013,0.029999999999999916
ITA-Serie A,2223,2023-04-23 Empoli-Inter,18886,2023-04-23 10:30:00,1,2,Empoli,Inter,0,3,32,51,15,6,4,3,6,25,0,1,0,1,0,2,0,0,0,0,1,1,0,1,5,5,1,0,0,0,2,1,0,1,-26,-16,3,7,0,1,1,3,1,3,1,0,64.55,34.36,Francesco Caputo | Tommaso Baldanzi | Filippo Bandinelli | Tyronne Ebuehi | Jean-Daniel Akpa-Akpro | Martín Satriano | Fabiano Parisi | Razvan Marin | Sebastiano Luperto | Ardian Ismajli | Samuele Perisan,Lautaro Martínez | Francesco Acerbi | Henrikh Mkhitaryan | Nicolò Barella | Denzel Dumfries | Matteo Darmian | Marcelo Brozovic | Alessandro Bastoni | Romelu Lukaku | Robin Gosens | André Onana,9,4,1,6,1,1,1,1,13,13,1,0,0.86,1.89,-0.86,-1.89,0.53,0.58,0,0,-1,-3,0.78,1.08,0.45,0.84,0.01,0.06,-0.01,0.44,-19,9,-19,-1,-1,-4,5,30.189999999999998,-1.0299999999999998,-0.30000000000000004,-0.38999999999999996
ITA-Serie A,2223,2023-04-23 Udinese-Cremonese,18887,2023-04-23 13:00:00,1,1,Udinese,Cremonese,3,0,39,19,12,19,4,5,13,-7,0,0,0,1,4,1,0,0,0,0,0,1,3,1,5,4,0,0,0,0,4,1,0,0,7,-16,0,3,0,0,0,1,1,2,0,0,87.0,65.18,Kingsley Ehizibue | Rodrigo Becão | Sandi Lovric | Marco Silvestri | Beto | Isaac Success | Walace | Jaka Bijol | Iyenoma Destiny Udogie | Nehuén Pérez | Roberto Pereyra,Alex Ferrari | Emanuele Valeri | Matteo Bianchetti | Emanuel Aiwu | Marco Benassi | Frank Tsadjout | Soualiho Meité | Leonardo Sernicola | Marco Carnesecchi | Charles Pickel | Johan Vásquez,10,8,1,3,0,0,4,4,15,19,1,1,1.13,1.07,-1.13,-0.07,0.58,0.74,0,0,0,0,0.97,0.54,0.76,0.62,0.08,-0.11,0.32,-0.28,20,-7,20,0,-1,-3,2,21.819999999999993,0.05999999999999983,0.42999999999999994,0.14
ITA-Serie A,2223,2023-04-23 Monza-Fiorentina,18890,2023-04-23 13:00:00,1,1,Monza,Fiorentina,3,2,38,42,13,10,4,4,12,16,0,1,0,1,2,1,0,0,0,0,1,0,2,1,5,5,1,0,0,0,2,0,0,0,-33,-16,1,4,0,0,0,1,1,1,0,2,81.27,56.64,Armando Izzo | Gianluca Caprari | Andrea Petagna | Matteo Pessina | Pepín | Stefano Sensi | Carlos Augusto | Michele Di Gregorio | Luca Caldirola | Pablo Marí | Patrick Ciurria,Cristiano Biraghi | Jonathan Ikone | Igor Julio | Nikola Milenkovic | Nicolás González | Rolando Mandragora | Arthur Cabral | Dodô | Pietro Terracciano | Lucas Martínez Quarta | Sofyan Amrabat,8,8,3,3,0,0,1,3,18,16,1,1,0.88,2.09,0.12,-1.09,0.77,0.53,0,0,3,0,0.95,1.22,0.8,0.69,0.01,-0.13,-0.17,-0.1,-4,3,-4,-1,-1,-3,0,24.629999999999995,-1.21,-0.27,0.1100000000000001
ITA-Serie A,2223,2023-04-23 AC Milan-Lecce,18891,2023-04-23 16:00:00,1,1,AC Milan,Lecce,2,0,53,28,6,16,3,4,27,2,1,0,0,0,4,1,0,0,1,0,0,0,3,2,5,5,0,0,0,0,1,2,1,1,-5,1,7,1,0,0,2,0,3,0,2,2,38.55,79.0,Malick Thiaw | Fikayo Tomori | Theo Hernández | Brahim Diaz | Pierre Kalulu Kyatengwa | Rafael Leão | Olivier Giroud | Mike Maignan | Rade Krunic | Alexis Saelemaekers | Sandro Tonali,Federico Baschirotto | Alexis Blin | Gabriel Strefezza | Morten Hjulmand | Federico Di Francesco | Valentin Gendrey | Lorenzo Colombo | Joan Gonzàlez | Samuel Umtiti | Wladimiro Falcone | Antonino Gallo,9,8,1,2,1,1,2,1,21,17,1,1,1.41,3.31,-0.41,-2.31,0.55,0.79,0,0,-2,-2,0.94,0.68,0.72,0.41,0.12,-0.07,0.22,0.05,25,-10,25,1,0,6,1,-40.45,-1.9000000000000001,0.2599999999999999,0.31
ITA-Serie A,2223,2023-04-23 Juventus-Napoli,18884,2023-04-23 18:45:00,1,2,Juventus,Napoli,0,1,59,75,3,1,1,1,33,49,1,1,1,0,1,1,0,0,0,0,0,0,2,2,5,5,0,0,0,0,1,1,0,0,-9,-3,6,4,1,0,2,0,4,2,0,2,40.91,60.18,Ángel Di María | Wojciech Szczesny | Alex Sandro | Nicolo Fagioli | Mattia De Sciglio | Filip Kostic | Dusan Vlahovic | Danilo | Adrien Rabiot | Bremer | Manuel Locatelli,Alex Meret | Stanislav Lobotka | Victor Osimhen | Mathías Olivera | Amir Rrahmani | Franck Zambo | Giovanni Di Lorenzo | Piotr Zielinski | Hirving Lozano | Kim Min-Jae | Khvicha Kvaratskhelia,5,9,6,2,0,0,3,0,19,17,0,1,0.65,0.33,-0.65,-0.33,0.53,0.78,0,0,-1,1,1.18,1.58,0.54,0.94,0.24,-0.91,0.27,-0.03,-16,2,-16,0,1,2,-4,-19.270000000000003,0.32,-0.40000000000000013,-0.3999999999999999
ITA-Serie A,2223,2023-04-24 Atalanta-Roma,18882,2023-04-24 18:45:00,1,1,Atalanta,Roma,3,1,49,56,7,4,4,1,23,30,0,1,0,0,3,1,0,0,0,0,0,1,3,0,3,5,0,0,0,0,2,3,1,0,47,-5,1,4,0,0,2,2,1,1,0,1,80.0,58.36,Davide Zappacosta | Éderson | Marten de Roon | Teun Koopmeiners | Berat Gjimshiti | Rasmus Højlund | Giorgio Scalvini | Ademola Lookman | Juan Musso | Rafael Toloi | Joakim Maehle,Nicola Zalewski | Gianluca Mancini | Leonardo Spinazzola | Rui Patrício | Chris Smalling | Lorenzo Pellegrini | Georginio Wijnaldum | Paulo Dybala | Ibañez | Stephan El Shaarawy | Bryan Cristante,8,6,2,3,1,2,2,1,17,17,1,1,0.72,2.67,0.28,0.33,0.95,0.8,0,2,1,0,1.03,0.87,0.74,0.45,0.25,-0.11,0.37,0.32,-7,3,-7,-1,0,-3,2,21.64,-1.95,0.16000000000000003,0.29
ITA-Serie A,2223,2023-04-28 Lecce-Udinese,18896,2023-04-28 16:30:00,1,1,Lecce,Udinese,1,0,28,42,16,9,4,4,2,16,0,0,0,0,0,2,0,0,0,0,0,1,3,2,5,5,0,1,0,0,3,3,0,1,-5,-35,2,1,0,0,0,0,0,0,2,1,72.09,79.45,Federico Baschirotto | Alexis Blin | Gabriel Strefezza | Morten Hjulmand | Federico Di Francesco | Valentin Gendrey | Assan Ceesay | Joan Gonzàlez | Samuel Umtiti | Wladimiro Falcone | Antonino Gallo,Kingsley Ehizibue | Rodrigo Becão | Sandi Lovric | Marco Silvestri | Beto | Isaac Success | Walace | Jaka Bijol | Iyenoma Destiny Udogie | Nehuén Pérez | Roberto Pereyra,9,9,2,0,0,2,0,4,14,12,1,1,1.03,1.63,-1.03,1.37,0.87,0.75,0,0,0,0,0.81,0.86,0.65,0.59,-0.13,0.11,-0.12,0.45,-14,7,-14,0,0,1,0,-7.359999999999999,-0.5999999999999999,-0.04999999999999993,0.06000000000000005
ITA-Serie A,2223,2023-04-28 Spezia-Monza,18900,2023-04-28 18:45:00,1,2,Spezia,Monza,0,2,27,41,17,12,4,4,1,15,0,0,0,0,1,3,0,0,0,0,1,0,1,1,5,5,1,0,0,0,2,3,1,1,-37,42,5,0,1,0,1,0,1,0,2,0,53.91,85.27,Kelvin Adou | M'Bala Nzola | Ethan Ampadu | Dimitris Nikolaou | Mehdi Bourabia | Daniele Verde | Bartlomiej Dragowski | Arkadiusz Reca | Kevin Agudelo | Albin Ekdal | Emmanuel Gyasi,Nicolo Rovella | Armando Izzo | Gianluca Caprari | Andrea Petagna | Matteo Pessina | Stefano Sensi | Carlos Augusto | Michele Di Gregorio | Luca Caldirola | Pablo Marí | Patrick Ciurria,6,9,4,2,1,0,1,0,15,14,0,1,2.41,1.77,-1.41,1.23,0.53,0.6,1,0,0,0,0.87,1.05,0.63,0.86,0.23,-0.1,0.38,-0.06,-14,5,-14,0,0,5,-3,-31.36,0.6400000000000001,-0.18000000000000005,-0.22999999999999998
ITA-Serie A,2223,2023-04-29 Roma-AC Milan,18898,2023-04-29 16:00:00,1,X,Roma,AC Milan,1,1,56,56,5,4,2,1,30,30,0,0,0,0,1,1,0,0,0,0,1,0,1,2,5,5,0,0,0,0,1,2,1,0,1,6,4,4,0,0,1,2,3,1,1,2,59.45,58.27,Nicola Zalewski | Gianluca Mancini | Leonardo Spinazzola | Rui Patrício | Chris Smalling | Lorenzo Pellegrini | Georginio Wijnaldum | Paulo Dybala | Ibañez | Stephan El Shaarawy | Bryan Cristante,Malick Thiaw | Fikayo Tomori | Theo Hernández | Brahim Diaz | Pierre Kalulu Kyatengwa | Rafael Leão | Olivier Giroud | Mike Maignan | Rade Krunic | Alexis Saelemaekers | Sandro Tonali,6,8,3,3,2,0,5,2,17,20,1,1,1.53,0.96,-0.53,1.04,0.66,0.81,1,0,0,0,0.81,1.15,0.63,0.95,0.06,-0.21,0.43,0.1,0,1,0,0,0,0,-2,1.1799999999999997,0.5700000000000001,-0.33999999999999986,-0.31999999999999995
ITA-Serie A,2223,2023-04-29 Torino-Atalanta,18901,2023-04-29 18:45:00,1,2,Torino,Atalanta,1,2,42,52,12,7,4,4,16,26,0,0,0,0,4,3,0,0,0,0,0,1,3,3,2,5,0,0,0,0,1,3,1,0,33,6,3,1,0,0,1,0,2,0,0,1,67.27,80.09,Antonio Sanabria | Vanja Milinkovic-Savic | Aleksey Miranchuk | Perr Schuurs | Ricardo Rodríguez | Wilfried Stephane Singo | Alessandro Buongiorno | Nemanja Radonjic | Karol Linetty | Ivan Ilic | Koffi Djidji,Davide Zappacosta | Éderson | Marten de Roon | Teun Koopmeiners | Berat Gjimshiti | Giorgio Scalvini | Rasmus Højlund | Juan Musso | Duván Zapata | Rafael Toloi | Joakim Maehle,9,9,1,2,1,0,1,2,16,15,1,1,0.81,1.2,0.19,1.8,0.7,0.85,0,0,0,0,0.95,1.36,0.79,0.68,0.16,-0.33,0.12,-0.13,-10,5,-10,0,0,2,0,-12.820000000000007,-0.3899999999999999,-0.41000000000000014,0.10999999999999999
ITA-Serie A,2223,2023-04-30 Inter-Lazio,18895,2023-04-30 10:30:00,1,1,Inter,Lazio,3,1,54,61,7,2,4,1,28,35,0,0,1,0,1,2,0,0,0,0,0,1,2,1,5,5,0,0,0,0,3,1,1,1,19,-19,6,3,1,0,3,1,2,1,0,1,40.18,67.82,Lautaro Martínez | Francesco Acerbi | Henrikh Mkhitaryan | Nicolò Barella | Denzel Dumfries | Matteo Darmian | Marcelo Brozovic | Alessandro Bastoni | Romelu Lukaku | Robin Gosens | André Onana,Alessio Romagnoli | Pedro | Nicolò Casale | Elseid Hysaj | Sergej Milinkovic-Savic | Ciro Immobile | Adam Marusic | Luis Alberto | Mattia Zaccagni | Felipe Anderson | Ivan Provedel,8,10,3,1,0,0,1,1,18,14,0,1,1.18,0.85,1.82,-0.85,0.48,0.74,1,0,0,0,1.09,1.22,1.0,0.65,-0.01,-0.36,0.44,0.08,-7,5,-7,0,1,3,-2,-27.639999999999993,0.32999999999999996,-0.1299999999999999,0.35
ITA-Serie A,2223,2023-04-30 Sassuolo-Empoli,18899,2023-04-30 13:00:00,1,1,Sassuolo,Empoli,2,1,40,32,13,15,4,4,14,6,0,0,0,0,2,1,0,0,0,0,0,0,2,0,5,5,0,0,0,0,1,1,1,0,0,28,3,3,0,1,2,1,1,1,0,0,56.64,61.82,Ruan | Davide Frattesi | Andrea Pinamonti | Jeremy Toljan | Rogerio | Matheus Henrique | Andrea Consigli | Maxime Lopez | Nedim Bajrami | Martin Erlic | Armand Lauriente,Tommaso Baldanzi | Filippo Bandinelli | Tyronne Ebuehi | Jean-Daniel Akpa-Akpro | Sebastiano Luperto | Martín Satriano | Fabiano Parisi | Razvan Marin | Francesco Caputo | Ardian Ismajli | Samuele Perisan,8,7,3,3,0,1,1,1,15,14,1,0,0.55,0.64,-0.55,-0.64,0.52,0.54,0,0,0,0,0.67,0.81,0.6,0.38,0.19,-0.03,0.17,-0.05,8,-2,8,0,0,0,1,-5.18,-0.08999999999999997,-0.14,0.21999999999999997
ITA-Serie A,2223,2023-04-30 Cremonese-Verona,18893,2023-04-30 13:00:00,1,X,Cremonese,Verona,1,1,19,26,19,18,5,5,-7,0,0,0,1,0,3,2,0,0,1,1,1,2,2,0,5,5,1,2,0,0,1,0,1,1,-11,-37,6,3,0,0,2,1,2,0,2,3,44.55,67.55,Emanuele Valeri | David Okereke | Matteo Bianchetti | Emanuel Aiwu | Marco Benassi | Frank Tsadjout | Soualiho Meité | Leonardo Sernicola | Marco Carnesecchi | Charles Pickel | Johan Vásquez,Isak Hien | Marco Faraoni | Darko Lazovic | Adrien Tameze | Adolfo Gaich | Lorenzo Montipò | Giangiacomo Magnani | Ondrej Duda | Fabio Depaoli | Pawel Dawidowicz | Kevin Lasagna,7,7,1,2,3,2,2,3,17,16,1,1,1.0,1.59,-1.0,0.41,0.82,0.87,0,0,0,0,0.64,0.52,0.43,0.7,-0.1,0.0,-0.17,0.16,-7,1,-7,0,1,3,0,-23.0,-0.5900000000000001,0.12,-0.26999999999999996
ITA-Serie A,2223,2023-04-30 Napoli-Salernitana,18897,2023-04-30 14:00:00,1,X,Napoli,Salernitana,1,1,78,33,1,14,1,4,51,6,0,0,0,0,1,1,0,0,0,0,0,2,2,3,4,5,0,0,0,0,1,1,0,1,4,-1,2,2,0,0,1,2,1,1,0,0,73.45,70.64,Alex Meret | Stanislav Lobotka | Victor Osimhen | Mathías Olivera | Amir Rrahmani | Franck Zambo | Giovanni Di Lorenzo | Piotr Zielinski | Hirving Lozano | Kim Min-Jae | Khvicha Kvaratskhelia,Lorenzo Pirola | Flavius Daniliuc | Krzysztof Piatek | Guillermo Ochoa | Grigoris Kastanos | Lassana Coulibaly | Domagoj Bradaric | Tonny Vilhena | Boulaye Dia | Antonio Candreva | Norbert Gyömbér,11,10,0,1,0,0,0,3,17,15,1,1,1.74,1.33,-0.74,1.67,0.5,0.69,2,0,3,0,1.49,0.75,1.01,0.6,0.09,-0.16,0.0,0.2,45,-13,45,0,0,0,1,2.8100000000000023,0.4099999999999999,0.74,0.41000000000000003
ITA-Serie A,2223,2023-04-30 Fiorentina-Sampdoria,18894,2023-04-30 16:00:00,1,1,Fiorentina,Sampdoria,5,0,42,17,12,20,4,5,15,-10,0,0,1,0,3,1,0,0,0,0,0,1,0,1,5,4,0,0,0,0,1,2,1,1,15,27,7,1,1,0,1,1,2,0,3,0,38.82,79.55,Cristiano Biraghi | Jonathan Ikone | Igor Julio | Nikola Milenkovic | Nicolás González | Rolando Mandragora | Arthur Cabral | Dodô | Pietro Terracciano | Lucas Martínez Quarta | Sofyan Amrabat,Bruno Amione | Tomás Rincón | Mehdi Leris | Manolo Gabbiadini | Filip Djuricic | Alessandro Zanoli | Sam Lammers | Harry Winks | Bram Nuytinck | Michaël Cuisance | Tommaso Augello,5,8,6,2,0,1,3,1,18,14,0,1,1.24,1.87,0.76,-0.87,0.77,0.73,0,0,0,1,0.65,0.97,0.53,0.61,0.57,-0.14,0.48,0.08,25,-8,25,0,1,6,-3,-40.73,-0.6300000000000001,-0.31999999999999995,-0.07999999999999996
ITA-Serie A,2223,2023-04-30 Bologna-Juventus,18892,2023-04-30 18:45:00,1,X,Bologna,Juventus,1,1,44,59,9,3,4,1,17,32,0,0,0,1,4,4,0,0,0,0,0,1,4,2,3,4,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,1,1,1,2,2,74.82,67.55,Musa Barrow | Stefan Posch | Nicolás Domínguez | Georgios Kyriakopoulos | Jhon Lucumí | Jerdy Schouten | Lukasz Skorupski | Nikola Moro | Adama Soumaoro | Lewis Ferguson | Riccardo Orsolini,Juan Cuadrado | Ángel Di María | Wojciech Szczesny | Nicolo Fagioli | Federico Gatti | Filip Kostic | Dusan Vlahovic | Danilo | Adrien Rabiot | Bremer | Manuel Locatelli,11,8,0,2,0,1,2,2,14,19,1,1,1.57,0.28,-0.57,-0.28,0.63,0.88,1,0,-1,-3,0.84,0.89,0.82,0.64,-0.14,0.29,0.0,0.27,-15,6,-15,0,-1,-1,3,7.269999999999996,1.29,-0.050000000000000044,0.17999999999999994
ITA-Serie A,2223,2023-05-03 Sampdoria-Torino,18910,2023-05-03 16:00:00,1,2,Sampdoria,Torino,0,2,17,42,20,13,5,4,-10,15,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,5,1,0,0,0,2,2,1,0,-42,-24,2,5,0,0,1,2,1,3,0,0,70.0,55.91,Bruno Amione | Tomás Rincón | Mehdi Leris | Nicola Ravaglia | Manolo Gabbiadini | Filip Djuricic | Alessandro Zanoli | Harry Winks | Bram Nuytinck | Michaël Cuisance | Tommaso Augello,Antonio Sanabria | Vanja Milinkovic-Savic | Aleksey Miranchuk | Perr Schuurs | Ricardo Rodríguez | Wilfried Stephane Singo | Alessandro Buongiorno | Nemanja Radonjic | Karol Linetty | Ivan Ilic | Koffi Djidji,9,7,0,3,2,1,2,1,14,16,1,1,0.32,0.67,-0.32,0.33,1.0,0.76,0,0,-3,0,0.77,0.99,0.59,0.61,0.2,-0.04,-0.1,0.08,-25,7,-25,0,0,-3,2,14.090000000000003,-0.35000000000000003,-0.21999999999999997,-0.020000000000000018
ITA-Serie A,2223,2023-05-03 Salernitana-Fiorentina,18909,2023-05-03 16:00:00,1,X,Salernitana,Fiorentina,3,3,34,45,14,8,4,4,7,18,0,0,0,1,2,2,0,0,0,0,1,0,3,3,5,5,0,0,0,0,1,3,0,1,-11,13,4,7,0,1,1,2,3,2,0,3,59.55,29.18,Lorenzo Pirola | Flavius Daniliuc | Krzysztof Piatek | Guillermo Ochoa | Grigoris Kastanos | Lassana Coulibaly | Domagoj Bradaric | Tonny Vilhena | Boulaye Dia | Antonio Candreva | Norbert Gyömbér,Cristiano Biraghi | Igor Julio | Nikola Milenkovic | Nicolás González | Rolando Mandragora | Arthur Cabral | Antonin Barak | Dodô | Pietro Terracciano | Lucas Martínez Quarta | Sofyan Amrabat,6,9,5,1,0,1,3,3,15,20,1,0,0.25,2.04,0.75,2.96,0.77,0.66,0,2,1,0,0.44,1.19,0.43,0.75,0.31,-0.54,0.45,-0.11,-11,6,-11,0,-1,-3,-3,30.369999999999997,-1.79,-0.75,-0.32
ITA-Serie A,2223,2023-05-03 Atalanta-Spezia,18902,2023-05-03 16:00:00,1,1,Atalanta,Spezia,3,2,55,27,7,18,4,5,28,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,4,5,0,0,0,0,1,2,0,0,-24,30,3,4,1,0,0,2,2,3,2,1,64.27,59.27,Davide Zappacosta | Éderson | Teun Koopmeiners | Berat Gjimshiti | Juan Musso | Giorgio Scalvini | Rasmus Højlund | Marten de Roon | Duván Zapata | Rafael Toloi | Joakim Maehle,Kelvin Adou | M'Bala Nzola | Ethan Ampadu | Dimitris Nikolaou | Mehdi Bourabia | Daniele Verde | Bartlomiej Dragowski | Kevin Agudelo | Albin Ekdal | Eldor Shomurodov | Emmanuel Gyasi,9,8,2,2,0,1,4,2,12,16,0,1,0.73,1.47,1.27,-1.47,0.71,0.7,1,0,2,-3,0.99,0.57,0.6,0.8,0.37,0.3,0.09,0.8,28,-11,28,0,0,-1,1,4.999999999999993,-0.74,0.42000000000000004,-0.20000000000000007
ITA-Serie A,2223,2023-05-03 Juventus-Lecce,18905,2023-05-03 16:00:00,1,1,Juventus,Lecce,2,1,60,31,3,16,1,4,33,4,0,0,0,0,2,4,0,0,0,1,0,1,2,1,5,5,0,0,0,0,2,3,1,1,0,-12,7,6,0,0,4,2,3,2,1,3,29.64,47.91,Juan Cuadrado | Wojciech Szczesny | Alex Sandro | Nicolo Fagioli | Federico Gatti | Filip Kostic | Dusan Vlahovic | Danilo | Adrien Rabiot | Manuel Locatelli | Bremer,Federico Baschirotto | Alexis Blin | Remi Oudin | Gabriel Strefezza | Morten Hjulmand | Federico Di Francesco | Valentin Gendrey | Assan Ceesay | Samuel Umtiti | Wladimiro Falcone | Antonino Gallo,6,6,4,3,1,2,1,1,19,13,0,1,2.7,1.67,-1.7,-0.67,0.74,0.72,0,0,-2,0,0.73,0.41,0.73,0.24,0.16,0.4,0.37,0.45,29,-13,29,0,0,1,0,-18.269999999999996,1.0300000000000002,0.32,0.49
